,shoes_laceup,body_spaghettistraps,top_tanksleeve_tshirtneck,pants_denim,eyewear_squaredglassesshape
2016-03-28,0.07996794053415687,0.0008827286089244366,0.0019858968121321575,0.04291451610247414,0.002151722749870206
2016-04-04,0.08365511241023792,0.001652398191911051,0.0014786708152611464,0.04015782185844009,0.0018031340507969076
2016-04-11,0.07903259182264402,0.0011862984505847422,0.0017692065182371504,0.042280875336101455,0.0017172503101673532
2016-04-18,0.07528212126226928,0.0018062971221788119,0.0017242438441521062,0.039465444952782,0.0024027819381952174
2016-04-25,0.07979840739634751,0.0012032846220100789,0.001712168289848718,0.04128642932952591,0.002373077614457878
2016-05-02,0.07646865438973836,0.0010360177693723971,0.0031020566768411063,0.0412446945659291,0.0019832984872093294
2016-05-09,0.07487724312583802,0.0013949927443442844,0.0020377839520957764,0.04109650590420166,0.0016438888922290494
2016-05-16,0.0735298053387402,0.0016527556484929279,0.0022806536906154087,0.038710375817708725,0.0023972836835386264
2016-05-23,0.07329106959504017,0.002021543235623302,0.0035171810497068973,0.03541997700427553,0.0021766043790367147
2016-05-30,0.07095934559859161,0.00169229374670569,0.003166857327545077,0.03381252066202359,0.002056394181396494
2016-06-06,0.07785161310411252,0.0017716769309036808,0.0032292867493070847,0.030707881577226634,0.002532800310761832
2016-06-13,0.07078486284282695,0.001889603273078208,0.0029092328091691326,0.03408754870720986,0.0016211792866005382
2016-06-20,0.07293923155700034,0.0019078739038399391,0.004048239222514731,0.02708458544874249,0.0019116092493439642
2016-06-27,0.06415838341335044,0.002090326942152441,0.0038074205477271507,0.02763288280010657,0.002368055003810599
2016-07-04,0.05982851338077817,0.002302141114166893,0.003330487700811395,0.02503813276358012,0.0017697574348765988
2016-07-11,0.06411205422111983,0.002857302213222336,0.0033772334304185874,0.02689395129519503,0.0025710050482999095
2016-07-18,0.05735840903207889,0.003436731305754638,0.004501934837186028,0.021650598940072152,0.002150188337367389
2016-07-25,0.05528021104444218,0.003220055202457285,0.004273425341154392,0.022764698475690407,0.0018765916624846235
2016-08-01,0.0582980259392958,0.00320078214863089,0.004566161814847199,0.023670206973004884,0.0025574040406952854
2016-08-08,0.05955762832006542,0.003463009823751087,0.0038661855795853123,0.024300893483778466,0.00282314942846032
2016-08-15,0.05768295296095849,0.003305887741415665,0.004246440542607565,0.022135501725708343,0.002426217364674464
2016-08-22,0.05998769601493511,0.003840632534368979,0.003891433173105566,0.020284395100353944,0.002135665960273582
2016-08-29,0.0664323645769023,0.002542922318802797,0.0034265769385899186,0.02842777096637171,0.0021211897128903577
2016-09-05,0.06815532317311324,0.002290727944587821,0.004251826859056681,0.028089626325884208,0.0019738686412673467
2016-09-12,0.07326190735935814,0.0012916361040335909,0.0030374241481699264,0.030619951344554162,0.0017060682667749093
2016-09-19,0.06977437150829667,0.0014273855798741237,0.0025064901150963093,0.03298336980240376,0.0019599570023151832
2016-09-26,0.07443833427927707,0.001285757542349383,0.002675469720745134,0.03503393959581482,0.0018496761011009884
2016-10-03,0.07350131773036397,0.001045167241853728,0.002401544799678095,0.03548582978774475,0.0016671080319554782
2016-10-10,0.07340175257411531,0.0008781782640725274,0.0010349840646589042,0.03694805847223189,0.0014221088561024425
2016-10-17,0.07797538313399625,0.0012932807110522773,0.0016908291149868716,0.03913294657061201,0.0015017602227147206
2016-10-24,0.06577457029310352,0.0018690732748853239,0.001672430698859129,0.035438344500477115,0.001450490329907338
2016-10-31,0.0708467230025425,0.0012430075143117856,0.0014360287817777604,0.03569808788291115,0.0011272862138240196
2016-11-07,0.05983420434694523,0.0006459864592318393,0.0014009761558790982,0.03247685904076854,0.001908994505036368
2016-11-14,0.06563433180923352,0.0007726314944991293,0.0011873553591931778,0.0340671499078373,0.0015970984200399006
2016-11-21,0.0613652623197463,0.001977685959459845,0.0012413504855971322,0.03393034200526671,0.001581375779300045
2016-11-28,0.059624304303197186,0.001046179569969778,0.0013213837999412094,0.03285627474549501,0.0011674041443066486
2016-12-05,0.06190905929755164,0.0012131382946426097,0.0011126727258183081,0.02897585246701522,0.0012904492122391476
2016-12-12,0.055225437723967256,0.0015630049625354225,0.0010929134802588228,0.02808851234045586,0.001306169016788628
2016-12-19,0.05274709052714122,0.0005980735499422464,0.0013416369361671306,0.0285978707950351,0.0014219321529760035
2016-12-26,0.04839963963406429,0.0004382579455623815,0.0011069290242051136,0.02599334853951258,0.001195024976727843
2017-01-02,0.06391532406279252,0.0013390200371736162,0.0007606195665450413,0.03379507238956678,0.0010163937155069842
2017-01-09,0.06993822861224999,0.0013300996975557288,0.0010756070980248772,0.03154918338018547,0.0016552118484024218
2017-01-16,0.06492781922256123,0.0014213761699586483,0.0006634802950889009,0.030855553749473956,0.0013431705434291184
2017-01-23,0.05755793167831051,0.0013825573272136752,0.0012937966043067664,0.030069068233380892,0.0010414325984965844
2017-01-30,0.06425467992206965,0.0018791579533583265,0.001045138145491727,0.031680118717329495,0.0009643819251912754
2017-02-06,0.06405196342437319,0.0009724786967198664,0.0011778636824305044,0.034659387137005115,0.0017103421312442697
2017-02-13,0.06783086209409021,0.0016818797398834126,0.001615444592452651,0.03436935658724725,0.0013676880197079242
2017-02-20,0.06422878057944592,0.0012346844376614522,0.0013167772601506093,0.03280541913368263,0.0012589439163158858
2017-02-27,0.07309771414480597,0.0009011755507563563,0.001069425642702047,0.03479436307678498,0.001243697579813837
2017-03-06,0.0720499317881116,0.0015576251042636155,0.0017280712685452796,0.03732304070424918,0.0010392335264104249
2017-03-13,0.07802481493302098,0.0012179083655932308,0.0008703265068684203,0.039416272210635844,0.0011001040005571248
2017-03-20,0.08173776908972846,0.002071529337809535,0.0015334648257435374,0.04301946650925364,0.001298902311671059
2017-03-27,0.0855496282593855,0.0010552593960748901,0.001859128406769612,0.04973183737593486,0.0014702860100385333
2017-04-03,0.08056015205264008,0.0015043094429299099,0.0012917272148307373,0.0455642330127112,0.0012935377104958022
2017-04-10,0.08475151273603862,0.0014099473794357041,0.0015582257965236904,0.047585634974008466,0.001834048144797425
2017-04-17,0.0791157061168797,0.0017696953786471427,0.0015540918520303675,0.048203041227880654,0.0012522043442708187
2017-04-24,0.08465247022065761,0.0019200648514046937,0.0015826827729393993,0.0491828237608825,0.0012826980657027753
2017-05-01,0.08442809530380081,0.001335640091859761,0.0018054964309023086,0.04507350392198086,0.0013969701781149657
2017-05-08,0.08261897306994405,0.0015266108534782617,0.0017077365177147704,0.04626967724868807,0.0015930516110693516
2017-05-15,0.0791963489795993,0.0018013931052193585,0.002239870122918421,0.041196210081521294,0.0013351693860313802
2017-05-22,0.07547956095668423,0.0022546269968077063,0.0020741414421910054,0.03447655248229409,0.0018724403317566995
2017-05-29,0.071740543499906,0.0014479012180679614,0.0031197638676036506,0.03264060041809508,0.0015893876634385927
2017-06-05,0.07784106334696327,0.0021951149428405207,0.002881741877876541,0.03355432987120911,0.0013714628996781167
2017-06-12,0.07280362690270274,0.0022193827123909815,0.003002191226969746,0.02860168229091095,0.0016781027042606779
2017-06-19,0.06732423959317482,0.002704429706915697,0.003947812951201159,0.02720915085736407,0.0011835231366593298
2017-06-26,0.07488463811100265,0.002925398245112621,0.0030009557877650854,0.030019721067354024,0.0015843454207885293
2017-07-03,0.06172872077591874,0.0028658134519865368,0.0027177889364338103,0.024178347160336962,0.0016637554636215854
2017-07-10,0.0691421770627809,0.0029753167488782875,0.0031631655419792825,0.027220580711166252,0.0015403892109370938
2017-07-17,0.06412198271688761,0.003363566704148821,0.0038957001337027557,0.024975513730250577,0.0012318793326342992
2017-07-24,0.0691977206261397,0.0033939716437619985,0.003089023675774325,0.02757404373726128,0.0014887551696312338
2017-07-31,0.0613415247379757,0.004027364778027598,0.0035057272348187414,0.024448459122381323,0.0016971492096937747
2017-08-07,0.06273855077860856,0.004749901223807499,0.002925597402468576,0.02438254687895216,0.0014346996702463601
2017-08-14,0.0636269741598244,0.004551221389685035,0.002628060831741792,0.02418085715036155,0.00145592046101158
2017-08-21,0.06353598709361541,0.004109282858334983,0.002240981793108174,0.025854075602258192,0.0015814362410169645
2017-08-28,0.06972277303255167,0.003214138804543654,0.0027223492313176,0.02826507254525587,0.0011394642977061837
2017-09-04,0.0774578179017064,0.002422864682614709,0.002263971160269104,0.033286614864297175,0.0010756334931322639
2017-09-11,0.0828002192953922,0.00136216989491933,0.00252263832087784,0.03857768184983505,0.0011925605927187353
2017-09-18,0.07586310880456218,0.0009293202271091481,0.0019375649977518977,0.038231333311545844,0.0008772586883640586
2017-09-25,0.07862858237495932,0.0010782208563093175,0.0014980757278115027,0.038084793032012704,0.000671441345275754
2017-10-02,0.07311717539579272,0.0012795560856383448,0.0010680848851236243,0.03760038466218054,0.0010437103217543404
2017-10-09,0.07986343968814491,0.00047640827649526006,0.0015666547939963383,0.03885916698009086,0.001223385162597152
2017-10-16,0.08216956739569344,0.0013773643482789032,0.0005876110823874311,0.04090288496341569,0.0009242125133751367
2017-10-23,0.07785515508432835,0.0014632327924233074,0.0011490858072903671,0.03938974591641146,0.0008786644975255678
2017-10-30,0.07509385302790267,0.0008783145275272849,0.00035974897475990995,0.03806505019470541,0.0009663498584926973
2017-11-06,0.07265061873722274,0.0009974153374968835,0.0006379338476307332,0.036941654349776365,0.0007707855314394699
2017-11-13,0.07123162486979062,0.0008888103036470791,0.0007133858025094866,0.037571849214841885,0.0009713241702321023
2017-11-20,0.07027939000278052,0.0012232128016468496,0.000684733804837463,0.03814645120855687,0.001065938055117599
2017-11-27,0.06686980959917295,0.0007956395155836319,0.0004301963769655125,0.03642792505112173,0.001275119433103058
2017-12-04,0.06310383018477735,0.0013632577876467728,0.000684583493371397,0.03471887554208341,0.0010133555507981
2017-12-11,0.06022064309585287,0.0012122535762627033,0.0005606907825767855,0.03320887840613575,0.0011061179267882724
2017-12-18,0.06039182980537144,0.001010569766369268,0.0005159770778497726,0.03122173191846076,0.0007327257960389687
2017-12-25,0.05786326889270453,0.00103188251167108,0.0005400183985976728,0.0294175535363424,0.0008939399545686043
2018-01-01,0.06500509978321811,0.0011848551640818805,0.0003047487326590221,0.03224907250364898,0.000931530700230155
2018-01-08,0.07803803856631866,0.001408047789488195,0.0008917368398734418,0.037527640360752595,0.0013261839418972888
2018-01-15,0.07965084861051393,0.0011172824407243783,0.00022663059573335958,0.0336846393967603,0.0013522502821205061
2018-01-22,0.0749008004399882,0.0012210728209545078,0.00042972637717427625,0.03448726507713217,0.0010711023636193915
2018-01-29,0.07581799709185509,0.00156784608906998,0.0003456731415996334,0.03674902339322166,0.000908227387721641
2018-02-05,0.07502839252018353,0.001665956291720349,0.00043534005573863006,0.0384608403107707,0.0008268939123014191
2018-02-12,0.07285879484861524,0.0012587439801000147,0.0006733271615330717,0.035618872263155625,0.0006426774807806095
2018-02-19,0.07233936041077105,0.0018169271231526537,0.0006658554121827748,0.03523179315368877,0.0010437655136399273
2018-02-26,0.07750651894895576,0.0010544316994239057,0.00044637712999029844,0.03653139704209896,0.0009357229884645541
2018-03-05,0.08208907200456463,0.0008231363698100013,0.0009450980123780085,0.03689740922439459,0.001149299251124163
2018-03-12,0.08287741044353951,0.001347450767570091,0.0009494561506204749,0.039573021913640274,0.0009867580917917503
2018-03-19,0.08013599673135306,0.002019663301948466,0.0007750037111658753,0.04258728876692143,0.0009680546698702128
2018-03-26,0.08319854880071316,0.0015227724129035563,0.0005086953601928018,0.04484329812387492,0.001483110570449445
2018-04-02,0.0970423316307069,0.0016042849421478828,0.000865709916928593,0.0479395207935968,0.0015072335276634958
2018-04-09,0.09670069218926906,0.0017985151477483393,0.0013070850752660702,0.04514095424865652,0.001010731948643438
2018-04-16,0.08960891126130327,0.0018792560657082502,0.0020355829259168,0.04359713726372025,0.0013289853423829978
2018-04-23,0.08204059391885953,0.0013854523389788302,0.001385384226437576,0.04345828840224832,0.0010132519230200265
2018-04-30,0.09257888297470741,0.001946749734394568,0.001633168260332104,0.04335987851507363,0.0012575313539295555
2018-05-07,0.08665692784190332,0.002098606877610691,0.0018987776804902249,0.03933985818827179,0.0011464672772971175
2018-05-14,0.08180400223171659,0.0021409440727161292,0.002205384381432629,0.03880390450020227,0.001168481619732952
2018-05-21,0.0830290466647637,0.0019143099344628486,0.0023671241804915626,0.035489820036516566,0.0012600243128767798
2018-05-28,0.07994512031612468,0.0028838389111666093,0.002279914495572311,0.03295633175694447,0.0012521159881577846
2018-06-04,0.08285598158428181,0.00273599919274787,0.0027608641408926574,0.032106630456183345,0.001360290502363299
2018-06-11,0.08428199326376365,0.0024662966031770883,0.0015513011592594025,0.03347090242038565,0.0010550699163441764
2018-06-18,0.08748546480661404,0.0027962899075697563,0.002192554745594538,0.03233259809360863,0.00146275774037999
2018-06-25,0.07477660011932075,0.004949127311863243,0.0028187090813989683,0.024349460001214202,0.0011541432719012978
2018-07-02,0.06805256541392755,0.003989763817131326,0.0031749808180772587,0.019523945696171763,0.0010403193872400845
2018-07-09,0.06926319621073511,0.004299147277108884,0.0028790112175041205,0.022701314819783183,0.0012354947444527073
2018-07-16,0.07160903770649606,0.0051201603926037745,0.0032664825374239207,0.01933826203546896,0.001312674243024527
2018-07-23,0.06683358594010405,0.005600584446461962,0.003143686249457332,0.01823403274671568,0.0013061696073525726
2018-07-30,0.06976536940892504,0.005189239122515073,0.003393014847485142,0.0167406692040414,0.0013884793810112642
2018-08-06,0.07213718044384036,0.006246476266419363,0.0033875685123944833,0.019440166221833994,0.0010293518167361544
2018-08-13,0.07039392848499613,0.005611288418199055,0.0026453379115283994,0.02155567623335053,0.0008248192019904388
2018-08-20,0.0751489090214015,0.005665272830705021,0.003279631091330888,0.02456279560765341,0.0009027009857871062
2018-08-27,0.07963101475102626,0.004272439546354742,0.00251737798828413,0.02695298830039696,0.0010030886691083378
2018-09-03,0.08766744940690609,0.003531176360330731,0.0025228019109455723,0.030657040768348014,0.001095994722285745
2018-09-10,0.09640538730883887,0.002791172716854717,0.0025040830336778763,0.03485411661758026,0.0009396826108080283
2018-09-17,0.08556645650155384,0.0020670696350708687,0.0020533857259461205,0.03248821554124356,0.0011259882874381129
2018-09-24,0.09428558146153987,0.0016539835825071228,0.0010306145348374124,0.03462864674408207,0.0012868782519447701
2018-10-01,0.0970431844992516,0.0012351822848231178,0.0012837943139400014,0.03832592853551136,0.0009450554324087791
2018-10-08,0.09459582728876356,0.0011722676308907735,0.0006634203404160409,0.03970453834787032,0.0012004367903204985
2018-10-15,0.09458866156823398,0.0018581458002653302,0.0005986115806579529,0.03933743023116038,0.000992326441681656
2018-10-22,0.09383589161168433,0.000958319206125313,0.0005807084018902824,0.04116993164475489,0.0005533696197741614
2018-10-29,0.08581385122024111,0.0009390787477867278,0.0007618455151797501,0.03822732407209733,0.000606616402314006
2018-11-05,0.08438891278268423,0.0014940804593232945,0.0003107367986680946,0.038424948952584526,0.0005134830253118463
2018-11-12,0.08438753391641822,0.0015652466309016156,0.0003843659651244875,0.037566309979690474,0.0009615276706532853
2018-11-19,0.07760442052409644,0.0013096123340896363,0.0003240563688279609,0.035757916336107656,0.0006189619716927893
2018-11-26,0.07819052326462729,0.001656294983586507,0.0003114525593976023,0.03501270105415835,0.0005506726559697662
2018-12-03,0.07866844754045815,0.001051481502934943,0.0003069344263844833,0.035551944326187496,0.0005275252749802643
2018-12-10,0.07410963471157364,0.001052369014567434,0.0,0.03428973109930507,0.0007483311976256098
2018-12-17,0.07023971750104466,0.0012694596367560926,0.0,0.034198468632652156,0.00045962961952537634
2018-12-24,0.06691537627210616,0.001168381391293325,0.0,0.034579580834647974,0.0008246498456038031
2018-12-31,0.06898901686688054,0.0008854947011507775,0.00010172632603053667,0.03164630452715788,0.0007651138730802153
